crop,region,season,crop_variety,growth_stage,application_time,soil_type,soil_ph,organic_matter,fertility_index,soil_moisture,drainage,rainfall_mm,temperature,humidity,sunshine_hours,nitrogen,phosphorus,potassium,fertilizer_type,application_method,planting_density,irrigation,previous_crop,pest_pressure,disease_risk,farmer_experience_years,farm_size_hectares,fertilizer_cost,yield_ton_per_ha,revenue,labour_cost,transport_cost,total_cost,profit,environmental_score,sustainability
Tomato,Western North,Minor,Pectomech,Planting,Afternoon,Clay,6.12,2.77,77,83,Low,2181,25.5,86,7.1,134,77,101,Ammonium Sulphate,Broadcast,20380,Sprinkler,Cassava,Medium,Medium,21,6.36,1872,19.85,49625.0,530,277,2679,46946.0,85.04,Good
Maize,North East,Minor,Obatanpa,Planting,Afternoon,Sandy,5.28,1.12,68,25,High,947,35.2,73,9.3,113,41,48,NPK 23-10-10,Side Dressing,18196,Sprinkler,Rice,Medium,Medium,14,1.13,1212,3.5,11200.0,517,585,2314,8886.0,81.12,Good
Cassava,Central,Minor,Bankye Hemaa,Harvest,Evening,Sandy,5.88,1.57,57,73,High,1550,29.2,76,8.2,60,35,63,Ammonium Sulphate,Band Placement,28018,Sprinkler,Cowpea,Medium,Medium,10,2.75,948,10.0,9000.0,665,505,2118,6882.0,90.44,Excellent
Cowpea,Northern,Minor,Asontem,Vegetative,Evening,Sandy,5.45,1.06,49,34,High,936,28.7,74,6.2,48,32,64,NPK 23-10-10,Band Placement,29125,Flood,Cocoa,High,Low,30,4.32,864,1.2,5760.0,1180,277,2321,3439.0,74.48,Fair
Cocoa,Ashanti,Minor,Amelonado,Planting,Morning,Clay Loam,6.85,4.86,98,33,Moderate,1335,26.1,95,8.9,124,59,103,Urea,Band Placement,28777,Drip,Pepper,High,Medium,14,8.62,1716,1.68,30240.0,616,298,2630,27610.0,87.74,Good
Rice,North East,Minor,Jasmine,Planting,Afternoon,Sandy,6.42,2.5,80,33,High,873,29.2,49,7.6,99,25,46,NPK 15-15-15,Side Dressing,29532,Drip,Cassava,Medium,High,4,6.95,1020,2.5,11250.0,402,308,1730,9520.0,93.6,Excellent
Pepper,Ahafo,Minor,Bird Eye,Fruiting,Morning,Sandy Loam,6.34,2.59,97,84,Moderate,1493,28.0,95,5.2,148,78,98,NPK 15-15-15,Broadcast,21242,None,Pepper,Medium,Medium,9,5.06,1944,16.93,59255.0,1182,228,3354,55901.0,92.84,Excellent
Groundnut,Western North,Minor,Yenyawoso,Planting,Afternoon,Sandy Loam,6.12,3.24,82,77,Moderate,1874,21.2,58,9.3,0,73,39,NPK 23-10-10,Side Dressing,19745,Drip,Soybean,High,High,10,1.79,672,1.5,6300.0,814,303,1789,4511.0,82.66,Good
Rice,Upper West,Major,Jasmine,Vegetative,Morning,Sandy,6.05,1.83,67,82,High,1018,36.1,73,6.8,110,40,30,NPK 15-15-15,Broadcast,18438,Flood,Cocoa,Medium,Medium,14,11.91,1080,2.5,11250.0,631,352,2063,9187.0,92.4,Excellent
Maize,Oti,Major,Abontem,Planting,Afternoon,Clay Loam,6.45,4.4,94,54,Moderate,1525,25.3,78,7.0,145,51,48,NPK 15-15-15,Band Placement,18198,Drip,Soybean,Low,Low,2,13.86,1464,5.42,17344.0,879,152,2495,14849.0,92.08,Excellent
Rice,Western North,Major,AGRA Rice,Fruiting,Afternoon,Loam,6.98,4.84,73,33,Moderate,2187,28.3,83,6.0,74,29,53,NPK 15-15-15,Side Dressing,29525,Flood,Maize,Low,Medium,20,0.84,936,3.12,14040.0,674,296,1906,12134.0,82.16,Good
Pepper,Upper East,Minor,Legon 18,Harvest,Afternoon,Clay Loam,6.45,4.41,71,63,Moderate,929,31.4,59,6.2,137,55,99,NPK 15-15-15,Band Placement,30716,None,Tomato,High,Low,12,4.04,1746,8.0,28000.0,1175,178,3099,24901.0,93.46,Excellent
Pepper,Eastern,Minor,Cayenne,Fruiting,Afternoon,Clay Loam,6.72,5.08,60,33,Moderate,1409,27.8,90,5.6,148,58,121,Urea,Band Placement,29378,Drip,Pepper,High,Medium,23,10.98,1962,10.3,36050.0,600,555,3117,32933.0,92.14,Excellent
Yam,Upper West,Minor,Lariboko,Vegetative,Evening,Clay Loam,6.68,3.23,89,30,Moderate,878,37.4,87,9.1,90,52,131,NPK 23-10-10,Broadcast,30535,Flood,Plantain,Medium,Medium,30,0.98,1638,10.0,22000.0,772,436,2846,19154.0,94.46,Excellent
Cocoa,Western North,Major,Amazon,Flowering,Afternoon,Loam,6.41,3.48,96,44,Moderate,1728,21.9,90,5.6,97,68,111,Ammonium Sulphate,Band Placement,24564,Drip,Plantain,High,High,20,6.99,1656,1.34,24120.0,703,489,2848,21272.0,92.06,Excellent
Cocoa,Upper East,Minor,Amelonado,Planting,Morning,Sandy,6.09,2.48,70,39,High,821,31.0,53,7.4,96,40,103,NPK 15-15-15,Band Placement,18390,Drip,Soybean,Low,Low,2,10.17,1434,0.66,11880.0,513,491,2438,9442.0,94.76,Excellent
Yam,Bono,Minor,Pona,Fruiting,Morning,Clay Loam,6.39,3.63,94,85,Moderate,1312,23.6,82,7.3,70,43,100,NPK 23-10-10,Broadcast,18768,Drip,Cocoa,Low,High,28,4.89,1278,12.14,26708.0,986,469,2733,23975.0,87.26,Good
Maize,Upper West,Minor,Omankwa,Vegetative,Morning,Clay Loam,6.19,4.69,74,51,Moderate,911,27.9,61,8.3,160,61,38,Urea,Side Dressing,24864,None,Plantain,Low,Low,3,11.7,1554,3.5,11200.0,539,599,2692,8508.0,92.22,Excellent
Cassava,Volta,Major,Bankye Hemaa,Planting,Evening,Sandy Loam,5.88,3.26,90,48,Moderate,1572,31.9,63,5.6,53,24,67,Ammonium Sulphate,Band Placement,30526,None,Yam,High,Medium,20,3.96,864,12.71,11439.0,724,470,2058,9381.0,87.48,Good
Plantain,Bono,Minor,Oniaba,Fruiting,Afternoon,Clay Loam,7.0,4.78,91,49,Moderate,1240,23.1,60,5.7,182,86,233,NPK 23-10-10,Side Dressing,31189,Flood,Groundnut,Low,Low,13,13.38,3006,13.07,16991.0,997,283,4286,12705.0,92.82,Excellent
Plantain,Savannah,Major,Oniaba,Vegetative,Afternoon,Clay,5.95,3.04,93,51,Low,994,37.0,71,8.8,240,92,274,Ammonium Sulphate,Side Dressing,19850,None,Rice,Medium,Low,8,1.17,3636,12.0,15600.0,1019,512,5167,10433.0,88.04,Good
Cowpea,Savannah,Minor,Asontem,Fruiting,Morning,Sandy,6.16,2.36,89,41,High,1070,30.5,67,8.0,41,63,50,NPK 15-15-15,Broadcast,23838,None,Yam,Low,Low,23,11.08,924,1.85,8880.0,641,389,1954,6926.0,93.56,Excellent
Cassava,Volta,Major,Bankye Hemaa,Fruiting,Afternoon,Clay Loam,6.45,4.34,45,42,Moderate,1571,23.2,54,6.0,129,35,77,Ammonium Sulphate,Band Placement,30608,Drip,Yam,Medium,High,7,9.22,1446,10.0,9000.0,900,586,2932,6068.0,91.34,Excellent
Plantain,Upper East,Major,Apantu,Harvest,Evening,Sandy,5.11,1.72,58,70,High,774,31.1,73,6.3,218,65,238,Ammonium Sulphate,Broadcast,23818,Flood,Cocoa,Medium,Medium,4,2.0,3126,12.0,15600.0,968,299,4393,11207.0,77.1,Good
Yam,Greater Accra,Major,Pona,Planting,Morning,Sandy,6.11,1.76,54,41,High,839,25.4,70,9.8,140,51,135,NPK 23-10-10,Side Dressing,25640,Drip,Cassava,Low,Low,29,7.34,1956,10.0,22000.0,937,253,3146,18854.0,88.12,Good
Rice,Western,Major,Jasmine,Fruiting,Afternoon,Sandy Loam,5.96,2.13,73,22,Moderate,1897,26.4,54,5.9,130,43,33,Ammonium Sulphate,Band Placement,31592,None,Soybean,High,High,6,7.61,1236,3.04,13680.0,1180,257,2673,11007.0,82.0,Good
Cocoa,Savannah,Major,Amelonado,Vegetative,Evening,Sandy,5.03,1.55,50,24,High,1067,30.9,50,8.4,115,27,134,Urea,Side Dressing,26810,Sprinkler,Yam,Low,Low,14,13.22,1656,0.6,10800.0,448,156,2260,8540.0,77.02,Good
Tomato,Ashanti,Minor,Power Rano,Vegetative,Morning,Clay Loam,6.35,4.76,57,54,Moderate,1323,24.9,54,8.7,128,95,112,NPK 23-10-10,Band Placement,23421,Drip,Plantain,Low,Medium,25,8.81,2010,15.0,37500.0,973,165,3148,34352.0,91.3,Excellent
Plantain,Volta,Minor,Apem,Vegetative,Morning,Sandy Loam,6.8,2.94,88,59,Moderate,1416,30.6,95,7.1,161,80,238,NPK 15-15-15,Band Placement,24124,Sprinkler,Pepper,Low,Low,13,1.94,2874,14.69,19097.0,994,387,4255,14842.0,88.62,Good
Maize,Oti,Minor,Obatanpa,Flowering,Evening,Sandy Loam,6.29,2.29,71,41,Moderate,1314,23.8,91,8.3,146,35,52,NPK 23-10-10,Band Placement,19571,None,Onion,Low,Medium,27,0.76,1398,3.5,11200.0,817,465,2680,8520.0,87.66,Good
Plantain,Volta,Major,Oniaba,Vegetative,Morning,Loam,6.84,4.24,53,26,Moderate,1368,30.5,90,6.7,201,97,260,NPK 23-10-10,Band Placement,28615,Flood,Cocoa,Medium,Low,12,13.86,3348,12.0,15600.0,1116,585,5049,10551.0,96.48,Excellent
Yam,Western North,Minor,Lariboko,Vegetative,Afternoon,Sandy,5.17,1.49,55,61,High,1803,25.8,47,8.9,100,67,138,Ammonium Sulphate,Broadcast,25585,Flood,Yam,High,High,18,3.07,1830,10.0,22000.0,484,377,2691,19309.0,75.22,Good
Pepper,Ashanti,Major,Cayenne,Planting,Afternoon,Clay Loam,6.01,4.9,75,35,Moderate,1383,29.2,79,9.5,159,72,89,Urea,Broadcast,20917,Drip,Onion,High,Medium,23,11.64,1920,12.03,42105.0,773,455,3148,38957.0,90.56,Excellent
Cassava,Savannah,Minor,Bankye Hemaa,Harvest,Afternoon,Sandy,5.16,1.28,73,48,High,1126,30.5,76,8.0,52,60,74,Urea,Band Placement,24744,Drip,Groundnut,Medium,Medium,25,13.09,1116,10.0,9000.0,798,150,2064,6936.0,75.68,Good
Cowpea,Western,Major,Songotra,Planting,Afternoon,Sandy Loam,6.65,3.19,69,27,Moderate,1771,23.5,94,6.0,0,62,32,Urea,Band Placement,25088,None,Cassava,High,High,21,8.88,564,1.2,5760.0,1032,519,2115,3645.0,92.52,Excellent
Tomato,Western North,Minor,Pectomech,Fruiting,Morning,Clay Loam,7.13,4.2,100,36,Moderate,1719,27.0,91,9.2,169,61,135,Urea,Side Dressing,24454,None,Tomato,Low,High,22,7.54,2190,30.93,77325.0,931,496,3617,73708.0,89.7,Good
Onion,Upper East,Minor,Red Creole,Harvest,Evening,Loam,7.16,3.67,89,51,Moderate,753,34.6,94,6.3,76,80,101,NPK 15-15-15,Side Dressing,18066,Flood,Tomato,Medium,High,10,9.42,1542,12.0,33600.0,1145,484,3171,30429.0,87.5,Good
Pepper,Savannah,Minor,Bird Eye,Flowering,Afternoon,Clay Loam,7.36,3.43,72,37,Moderate,1041,28.2,47,7.3,139,85,134,Urea,Band Placement,28718,Drip,Pepper,Medium,Medium,19,2.08,2148,9.61,33635.0,1151,282,3581,30054.0,90.76,Excellent
Tomato,Greater Accra,Minor,Power Rano,Harvest,Evening,Clay Loam,7.45,3.91,99,60,Moderate,713,29.2,83,8.5,167,87,143,NPK 23-10-10,Side Dressing,26140,Sprinkler,Soybean,High,High,3,5.99,2382,15.64,39100.0,623,306,3311,35789.0,91.26,Excellent
Cocoa,Western North,Major,Amazon,Planting,Afternoon,Sandy Loam,5.91,3.84,85,44,Moderate,1700,27.5,74,7.3,90,62,96,NPK 15-15-15,Band Placement,26320,Drip,Soybean,High,Low,5,3.27,1488,1.58,28440.0,913,314,2715,25725.0,91.94,Excellent
Pepper,North East,Major,Legon 18,Fruiting,Evening,Clay,6.52,2.09,56,48,Low,1000,33.6,53,9.8,101,93,93,Ammonium Sulphate,Band Placement,21204,Drip,Groundnut,Low,Medium,23,10.23,1722,8.0,28000.0,521,295,2538,25462.0,86.66,Good
Plantain,Central,Minor,Apantu,Harvest,Evening,Sandy Loam,6.38,2.58,95,62,Moderate,1427,24.5,53,6.2,164,102,240,Urea,Band Placement,24031,Sprinkler,Yam,Medium,Low,30,14.74,3036,16.21,21073.0,820,208,4064,17009.0,89.08,Good
Groundnut,Bono,Major,Yenyawoso,Fruiting,Afternoon,Clay,6.7,3.6,52,40,Low,1235,31.4,95,6.8,0,70,61,NPK 23-10-10,Side Dressing,27782,None,Cocoa,Low,Medium,22,11.12,786,1.5,6300.0,828,316,1930,4370.0,91.32,Excellent
Maize,Upper West,Major,Abontem,Vegetative,Morning,Sandy,5.55,1.44,71,65,High,876,37.9,79,8.2,111,77,15,Urea,Band Placement,24057,Sprinkler,Onion,High,Medium,2,2.33,1218,3.5,11200.0,1122,320,2660,8540.0,90.14,Excellent
Soybean,Western North,Minor,Jenguma,Fruiting,Evening,Loam,6.59,4.64,57,27,Moderate,1919,28.4,58,6.2,23,88,61,NPK 15-15-15,Broadcast,26512,Drip,Yam,High,Low,13,8.7,1032,2.35,11750.0,545,367,1944,9806.0,86.6,Good
Plantain,Eastern,Major,Apem,Vegetative,Morning,Sandy Loam,5.93,3.55,47,75,Moderate,1588,25.6,66,8.4,219,66,271,NPK 15-15-15,Band Placement,29111,None,Cassava,Low,Low,7,8.97,3336,12.0,15600.0,716,463,4515,11085.0,87.52,Good
Maize,Volta,Minor,Abontem,Vegetative,Morning,Loam,6.82,4.39,97,49,Moderate,1395,24.6,49,7.8,155,82,55,NPK 15-15-15,Side Dressing,27769,Drip,Plantain,Medium,High,20,2.63,1752,5.62,17984.0,745,264,2761,15223.0,86.16,Good
Maize,Bono,Major,Abontem,Vegetative,Afternoon,Loam,6.61,4.13,73,55,Moderate,1121,30.8,80,5.6,103,64,64,NPK 15-15-15,Band Placement,22687,Sprinkler,Groundnut,High,High,18,13.39,1386,3.5,11200.0,960,224,2570,8630.0,91.74,Excellent
Maize,Greater Accra,Major,Abontem,Vegetative,Evening,Sandy,6.44,2.47,55,73,High,869,29.7,89,8.7,153,70,18,Urea,Band Placement,24815,Flood,Onion,High,High,11,2.49,1446,3.5,11200.0,902,359,2707,8493.0,87.9,Good
Maize,Volta,Major,Omankwa,Fruiting,Afternoon,Clay,5.77,2.92,73,79,Low,1425,24.4,85,6.3,112,65,46,Urea,Broadcast,25233,None,Yam,High,High,9,6.54,1338,3.62,11584.0,869,547,2754,8830.0,96.38,Excellent
Maize,Bono,Major,Abontem,Harvest,Evening,Loam,6.48,2.65,83,37,Moderate,1356,28.5,54,7.7,145,85,24,Ammonium Sulphate,Side Dressing,29789,None,Yam,High,Medium,9,2.23,1524,4.38,14016.0,749,250,2523,11493.0,87.12,Good
Groundnut,Volta,Major,Nkate SARI,Flowering,Afternoon,Loam,6.09,4.6,86,71,Moderate,1573,29.5,79,7.6,33,54,55,Urea,Side Dressing,19050,Drip,Groundnut,High,High,7,13.51,852,3.01,12642.0,1179,540,2571,10071.0,96.34,Excellent
Pepper,Upper East,Major,Legon 18,Flowering,Evening,Sandy,5.87,1.13,84,53,High,838,29.0,70,9.0,161,46,118,Ammonium Sulphate,Broadcast,29508,None,Groundnut,Low,High,17,11.8,1950,8.0,28000.0,897,596,3443,24557.0,87.7,Good
Rice,Eastern,Major,AGRA Rice,Fruiting,Afternoon,Clay,5.59,2.45,72,67,Low,1352,27.8,48,7.4,116,63,49,Ammonium Sulphate,Side Dressing,20484,Sprinkler,Soybean,Low,High,2,5.25,1368,2.79,12555.0,435,574,2377,10178.0,94.08,Excellent
Plantain,Ahafo,Minor,Apem,Planting,Morning,Loam,6.01,2.62,67,56,Moderate,1454,26.4,68,5.1,232,95,235,NPK 23-10-10,Side Dressing,29184,Drip,Maize,Low,Low,22,3.0,3372,14.1,18330.0,881,336,4589,13741.0,90.44,Excellent
Plantain,Western North,Minor,Oniaba,Fruiting,Evening,Clay Loam,7.3,5.47,92,59,Moderate,1941,26.1,83,7.1,192,113,235,Urea,Broadcast,24284,Sprinkler,Cocoa,High,Low,2,4.58,3240,18.94,24622.0,515,328,4083,20539.0,82.8,Good
Yam,Western,Minor,Pona,Planting,Evening,Clay Loam,7.15,5.17,95,74,Moderate,1975,22.7,57,6.2,110,82,131,Ammonium Sulphate,Band Placement,26742,None,Yam,High,Medium,25,13.8,1938,17.62,38764.0,727,325,2990,35774.0,83.38,Good
Groundnut,Western,Minor,Nkate SARI,Harvest,Evening,Sandy Loam,6.42,2.16,62,24,Moderate,1647,28.4,78,6.5,50,38,38,Urea,Side Dressing,24566,Drip,Pepper,High,Low,22,5.65,756,1.75,7350.0,738,163,1657,5693.0,88.5,Good
Plantain,Volta,Major,Oniaba,Vegetative,Afternoon,Sandy Loam,6.68,2.22,52,31,Moderate,1391,29.9,65,5.7,167,109,258,Urea,Side Dressing,19160,Sprinkler,Soybean,High,Medium,29,7.92,3204,12.0,15600.0,1144,314,4662,10938.0,88.44,Good
Plantain,Eastern,Major,Apem,Vegetative,Afternoon,Sandy,6.23,1.68,89,45,High,1595,25.3,77,8.3,195,109,259,NPK 15-15-15,Broadcast,20559,Drip,Cocoa,Medium,Medium,5,5.52,3378,15.98,20774.0,907,489,4774,16000.0,93.3,Excellent
Cassava,Savannah,Minor,Bankye Hemaa,Flowering,Evening,Sandy Loam,6.91,3.1,51,38,Moderate,983,36.0,78,9.3,58,63,73,Ammonium Sulphate,Side Dressing,22184,Sprinkler,Groundnut,Medium,Medium,1,4.77,1164,10.0,9000.0,866,203,2233,6767.0,87.92,Good
Groundnut,Western North,Major,Yenyawoso,Planting,Afternoon,Clay Loam,6.07,3.68,96,38,Moderate,2040,21.6,56,7.5,64,46,52,Ammonium Sulphate,Band Placement,28152,Flood,Plantain,High,High,15,14.14,972,2.68,11256.0,685,318,1975,9281.0,81.54,Good
Cowpea,Western,Minor,Songotra,Planting,Morning,Loam,6.87,3.95,89,47,Moderate,1884,22.0,84,9.6,33,30,64,Urea,Side Dressing,25126,Drip,Yam,Medium,Medium,22,14.87,762,2.36,11328.0,995,256,2013,9315.0,80.74,Good
Pepper,North East,Major,Bird Eye,Planting,Morning,Clay,6.22,2.48,91,64,Low,1065,30.1,78,6.4,142,52,89,Urea,Band Placement,27083,Flood,Cassava,High,Low,23,13.86,1698,9.52,33320.0,463,565,2726,30594.0,90.1,Excellent
Groundnut,Volta,Minor,Nkate SARI,Harvest,Afternoon,Sandy,5.57,1.2,53,77,High,1465,23.3,65,9.8,23,50,40,NPK 15-15-15,Broadcast,31713,Flood,Cocoa,Low,High,23,11.38,678,1.5,6300.0,949,361,1988,4312.0,95.64,Excellent
Cocoa,Oti,Minor,Amazon,Fruiting,Afternoon,Sandy,5.2,1.11,79,21,High,1514,24.5,49,9.0,112,54,106,Ammonium Sulphate,Side Dressing,30423,None,Soybean,Medium,Low,11,10.61,1632,1.05,18900.0,1037,591,3260,15640.0,79.54,Good
Cowpea,Upper West,Minor,Songotra,Vegetative,Afternoon,Sandy,5.25,2.28,88,42,High,1021,30.9,63,5.4,23,38,24,NPK 23-10-10,Side Dressing,26573,Flood,Soybean,High,Low,30,13.92,510,1.25,6000.0,1028,289,1827,4173.0,79.94,Good
Soybean,Eastern,Major,Anidaso,Harvest,Afternoon,Loam,6.1,3.05,88,41,Moderate,1529,29.1,66,5.8,68,79,70,Ammonium Sulphate,Broadcast,30987,Drip,Tomato,High,Low,30,0.74,1302,4.24,21200.0,790,417,2509,18691.0,89.38,Good
Soybean,Central,Minor,Anidaso,Fruiting,Evening,Clay,5.78,2.29,74,68,Low,1599,24.1,79,8.5,0,91,50,NPK 23-10-10,Broadcast,26287,Flood,Groundnut,High,Low,27,4.4,846,2.0,10000.0,1161,153,2160,7840.0,88.18,Good
Soybean,North East,Major,Jenguma,Flowering,Evening,Clay,6.22,2.68,72,42,Low,1012,30.8,93,8.8,14,86,43,Ammonium Sulphate,Band Placement,28556,None,Maize,Medium,Medium,7,5.43,858,2.0,10000.0,998,390,2246,7754.0,90.54,Excellent
Tomato,Central,Minor,Pectomech,Vegetative,Evening,Sandy Loam,6.91,2.05,90,40,Moderate,1464,24.4,67,9.1,142,57,143,NPK 23-10-10,Band Placement,23606,Sprinkler,Pepper,Medium,High,20,11.03,2052,23.52,58800.0,628,446,3126,55674.0,89.36,Good
Groundnut,Ahafo,Minor,Yenyawoso,Planting,Morning,Sandy,5.54,1.88,85,56,High,1412,25.8,80,7.7,36,76,54,NPK 23-10-10,Side Dressing,24405,Sprinkler,Soybean,High,Low,10,14.48,996,2.24,9408.0,1087,285,2368,7040.0,93.78,Excellent
Yam,Western North,Major,Lariboko,Vegetative,Morning,Loam,6.34,4.01,67,79,Moderate,1782,26.0,49,9.8,116,36,95,Ammonium Sulphate,Broadcast,21918,Sprinkler,Onion,High,High,22,12.71,1482,11.62,25564.0,831,290,2603,22961.0,87.34,Good
Maize,Volta,Major,Abontem,Harvest,Evening,Sandy,5.34,2.43,81,85,High,1365,24.9,50,5.6,83,79,22,NPK 23-10-10,Side Dressing,26266,Flood,Rice,Medium,Low,18,3.75,1104,3.5,11200.0,962,469,2535,8665.0,73.92,Fair
Maize,Bono,Major,Abontem,Harvest,Evening,Loam,6.55,4.59,57,61,Moderate,1108,31.5,68,9.1,131,64,16,NPK 23-10-10,Side Dressing,28746,Flood,Groundnut,Low,High,25,7.18,1266,3.5,11200.0,790,337,2393,8807.0,92.82,Excellent
Plantain,Upper East,Minor,Apantu,Harvest,Evening,Clay,6.42,2.74,68,23,Low,851,32.2,76,6.7,203,85,266,NPK 23-10-10,Side Dressing,28308,Flood,Cassava,High,High,21,1.7,3324,12.0,15600.0,926,336,4586,11014.0,95.48,Excellent
Pepper,North East,Minor,Legon 18,Vegetative,Evening,Loam,6.97,2.65,74,84,Moderate,930,28.4,87,9.5,110,94,133,NPK 15-15-15,Band Placement,28651,Sprinkler,Rice,Low,High,21,10.79,2022,8.56,29960.0,783,401,3206,26754.0,86.98,Good
Pepper,Oti,Minor,Cayenne,Vegetative,Morning,Sandy Loam,6.72,3.76,74,45,Moderate,1404,23.3,87,5.7,93,77,131,NPK 23-10-10,Band Placement,18928,Drip,Yam,Medium,High,28,4.01,1806,10.3,36050.0,493,552,2851,33199.0,88.02,Good
Cassava,Oti,Minor,Ampong,Planting,Evening,Sandy Loam,6.08,3.29,95,22,Moderate,1659,24.4,57,10.0,123,31,60,NPK 23-10-10,Side Dressing,19450,None,Onion,High,High,6,5.63,1284,16.81,15129.0,996,440,2720,12409.0,88.48,Good
Maize,Ashanti,Minor,Omankwa,Fruiting,Evening,Loam,6.39,3.52,50,31,Moderate,1329,22.8,86,6.2,94,48,34,NPK 23-10-10,Band Placement,31124,Sprinkler,Groundnut,Low,Low,7,9.21,1056,3.5,11200.0,842,504,2402,8798.0,91.6,Excellent
Cassava,Volta,Minor,Afisiafi,Planting,Morning,Sandy,5.23,2.16,84,31,High,1452,25.2,53,5.6,76,47,60,NPK 23-10-10,Broadcast,19511,Sprinkler,Plantain,Medium,High,2,2.86,1098,13.08,11772.0,1016,175,2289,9483.0,80.34,Good
Cowpea,Upper West,Minor,Asontem,Flowering,Afternoon,Clay Loam,7.3,3.09,54,28,Moderate,880,29.3,81,5.5,7,42,40,Ammonium Sulphate,Side Dressing,29912,Drip,Rice,Medium,Low,8,11.53,534,1.2,5760.0,1041,354,1929,3831.0,93.9,Excellent
Groundnut,Oti,Major,Nkate SARI,Fruiting,Morning,Clay Loam,6.14,3.29,77,81,Moderate,1305,29.9,58,8.5,22,37,45,NPK 15-15-15,Broadcast,21918,Drip,Cassava,Low,Low,9,14.31,624,1.64,6888.0,776,370,1770,5118.0,93.5,Excellent
Maize,Bono,Minor,Abontem,Harvest,Afternoon,Clay,6.63,2.31,90,78,Low,1300,26.1,90,7.5,99,49,19,Ammonium Sulphate,Side Dressing,21423,None,Soybean,Low,Low,22,7.71,1002,3.5,11200.0,1145,189,2336,8864.0,90.02,Excellent
Rice,Ahafo,Minor,NERICA,Fruiting,Morning,Loam,6.07,3.5,74,22,Moderate,1296,28.1,81,8.1,61,47,63,Urea,Band Placement,27784,Flood,Soybean,High,High,8,12.99,1026,2.66,11970.0,1184,276,2486,9484.0,89.98,Good
Tomato,Western,Major,Roma,Planting,Afternoon,Sandy,6.17,1.87,100,28,High,1710,27.9,65,7.6,145,96,98,Ammonium Sulphate,Broadcast,22090,Drip,Tomato,Medium,Low,28,0.94,2034,27.56,68900.0,745,423,3202,65698.0,91.62,Excellent
Groundnut,Oti,Major,Yenyawoso,Harvest,Evening,Sandy,6.26,1.74,54,61,High,1387,24.9,66,8.0,54,79,34,Urea,Side Dressing,23532,Sprinkler,Onion,Medium,Low,7,9.49,1002,1.5,6300.0,989,365,2356,3944.0,87.72,Good
Maize,Oti,Major,Obatanpa,Vegetative,Afternoon,Sandy Loam,6.03,3.76,98,44,Moderate,1553,27.3,58,7.7,98,50,49,NPK 15-15-15,Broadcast,22228,Drip,Soybean,Medium,Medium,12,8.02,1182,5.39,17248.0,680,414,2276,14972.0,92.22,Excellent
Soybean,Northern,Major,Anidaso,Fruiting,Morning,Loam,6.13,3.33,55,76,Moderate,1151,34.4,53,5.2,51,70,37,NPK 15-15-15,Band Placement,23871,Sprinkler,Maize,High,Low,4,11.36,948,2.0,10000.0,481,339,1768,8232.0,92.08,Excellent
Groundnut,Bono East,Minor,Nkate SARI,Vegetative,Evening,Sandy Loam,5.94,2.61,46,45,Moderate,1194,32.0,49,7.1,33,39,30,NPK 23-10-10,Band Placement,30263,None,Onion,Medium,Medium,23,9.64,612,1.5,6300.0,759,282,1653,4647.0,90.34,Excellent
Cassava,Upper West,Major,Ampong,Fruiting,Evening,Loam,6.6,2.72,62,23,Moderate,930,38.1,94,9.9,75,33,98,Urea,Side Dressing,29239,Sprinkler,Pepper,Medium,High,12,10.28,1236,10.0,9000.0,429,154,1819,7181.0,92.52,Excellent
Tomato,Bono,Major,Pectomech,Harvest,Afternoon,Loam,7.16,3.44,82,80,Moderate,1170,24.4,94,5.7,144,98,103,NPK 15-15-15,Side Dressing,29907,Flood,Yam,Low,Medium,26,8.19,2070,18.77,46925.0,1073,552,3695,43230.0,91.9,Excellent
Maize,Savannah,Minor,Omankwa,Planting,Evening,Clay Loam,6.13,4.71,68,24,Moderate,999,29.8,94,8.6,149,42,19,NPK 23-10-10,Band Placement,31165,Sprinkler,Maize,Low,Medium,27,8.15,1260,3.5,11200.0,678,246,2184,9016.0,87.04,Good
Yam,Western,Major,Lariboko,Planting,Evening,Clay,6.57,3.15,90,35,Low,2030,23.4,76,9.6,99,46,133,Urea,Band Placement,22670,Flood,Soybean,High,Medium,10,2.5,1668,13.84,30448.0,1159,534,3361,27087.0,86.4,Good
Yam,Upper East,Minor,Lariboko,Vegetative,Afternoon,Sandy,5.62,2.4,90,28,High,875,30.0,45,9.8,117,48,112,Urea,Band Placement,27502,Sprinkler,Yam,Medium,High,6,3.9,1662,10.0,22000.0,819,514,2995,19005.0,92.86,Excellent
Tomato,North East,Major,Roma,Fruiting,Afternoon,Sandy,6.03,2.03,47,26,High,1082,35.1,83,7.4,121,83,95,Ammonium Sulphate,Side Dressing,19694,Drip,Cocoa,High,High,10,9.73,1794,15.0,37500.0,814,188,2796,34704.0,89.62,Good
Yam,Ahafo,Minor,Pona,Harvest,Afternoon,Clay,5.76,3.41,85,51,Low,1486,24.3,89,9.6,100,80,117,NPK 23-10-10,Side Dressing,21309,Drip,Groundnut,Low,High,18,12.24,1782,14.88,32736.0,815,487,3084,29652.0,95.06,Excellent
Groundnut,Greater Accra,Major,Nkate SARI,Vegetative,Afternoon,Sandy Loam,5.92,2.17,78,36,Moderate,783,28.4,85,7.3,0,68,54,NPK 15-15-15,Side Dressing,26548,Sprinkler,Rice,High,Low,16,11.05,732,1.5,6300.0,826,211,1769,4531.0,93.02,Excellent
